ORIGIN,,,,,,,,,,STATUS,,,,,DESCRIPTION AND CATALOG OF THE RULE,,,,,,MAIN DATA INFORMATION,,,,,,,,,,,TECHNICAL INFORMATION,,,,,,,,,,,,,,,,,,,,"Modificado (cambiado color a amarillo) --> NO TOCAR ARRASTRAR FORMULA
Nueva versión en verde (ajustar MMRule ""0N"")--> (Normativa de repositorios de configuraciones y jobs - 3.2 )",,,,,Extra info C360,,,Revision Final-WIP,,nueva version en verde,,,,
Local,,,,,,,,,C360-CS-1000,FINISHED,DELIVERED,,2Q23,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
C529","This field must have one of the values ​​listed in your catalog:
C529",g_person_role_type,,,,,,t_kceg_identity_graph,,,,,,,,,N/A,C529,,,,,,,,Distinto de Null o vacío,FALSE,,GL_DOM_t_kceg_identity_graph_3.5_000,NO CHANGES,,15.1.0,KCEG_identity-graph_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCEG_APP-ID-22485_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kceg-gl-hmm-qlt-identitygraphmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCEG_APP-ID-22485_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kceg-gl-hmm-qlt-identitygraphmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KCEG,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kceg/blob/15.1.0/hammurabi/confs/master/kceg/KCEG_identity-graph_MRField.conf,,06/11/2024,Stock,
Holding,,,,,,,,,C360-Sust-140,FINISHED,DELIVERED,,2Q23,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
C245","This field must have one of the values ​​listed in your catalog:
C245",g_country_id,,,,,,t_b0hn_sust_groups_fdbk,,,,,,,,,N/A,C245,,,,,,,,N/A,FALSE,,GL_DOM_t_b0hn_sust_groups_fdbk_3.5_003,NO CHANGES,,15.1.0,B0HN_sust-groups-fdbk_MRField.conf,CUTOFF_DATE: Date of the data,,,#N/A,B0HN,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/15.1.0/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-Sust-156,FINISHED,DELIVERED,,2Q23,,3.4-Checking the data value within the expected range (value within a range),,NO,,El porcentaje del marcaje verde debe estar entre 0%-100%,The percentage of green marking must be between 0%-100%,gf_ctr_sustnbl_subcateg_per,,,,,,t_rzua_sust_operations,,,,,,,,,N/A,N/A,,,,,,,,N/A,FALSE,,GL_DOM_t_rzua_sust_operations_3.4_001,NO CHANGES,,15.1.0,RZUA_sust-operations_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",RZUA,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-rzua/blob/15.1.0/hammurabi/confs/master/rzua/RZUA_sust-operations_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-1001,FINISHED,DELIVERED,,2Q23,,5.3-Comparison between different values ​​of data related to each other (data in the same object): Logical comparison between two fields or expresions are in the same object,,NO,,"Cuando venga informada, la fecha de cálculo del feedback debe ser menor o igual a la fecha de datos de la tabla (gf_cutoff_date)","When informed, the feedback calculation date must be less than or equal to the table data date (gf_cutoff_date)",gf_relevant_fact_feedback_date,,,,,,t_kfcm_feedback_rlvnt_facts,,,gf_cutoff_date,,,,,,N/A,N/A,,,,,,,,Distinto de Null o vacío,FALSE,,GL_DOM_t_kfcm_feedback_rlvnt_facts_5.3_000,NO CHANGES,,15.1.0,KFCM_feedback-rlvnt-facts_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KFCM_APP-ID-26255_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kfcm-gl-hmm-qlt-feedbackrlvntfactsmrfield-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KFCM_APP-ID-26255_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kfcm-gl-hmm-qlt-feedbackrlvntfactsmrfield-01.json?at=refs%2Ftags%2Fv18.4.0",KFCM,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kfcm/blob/15.1.0/hammurabi/confs/master/kfcm/KFCM_feedback-rlvnt-facts_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-1002,FINISHED,DELIVERED,,2Q23,,5.3-Comparison between different values ​​of data related to each other (data in the same object): Logical comparison between two fields or expresions are in the same object,,NO,,"Cuando venga informada, la fecha de descarte del hecho relevante debe ser menor o igual a la fecha de datos de la tabla (gf_cutoff_date)","When reported, the cutoff date of the relevant fact must be less than or equal to the table data date (gf_cutoff_date)",gf_cp_rf_dscrd_date,,,,,,t_kfcm_feedback_rlvnt_facts,,,gf_cutoff_date,,,,,,N/A,N/A,,,,,,,,Distinto de Null o vacío,FALSE,,GL_DOM_t_kfcm_feedback_rlvnt_facts_5.3_001,NO CHANGES,,15.1.0,KFCM_feedback-rlvnt-facts_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KFCM_APP-ID-26255_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kfcm-gl-hmm-qlt-feedbackrlvntfactsmrfield-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KFCM_APP-ID-26255_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kfcm-gl-hmm-qlt-feedbackrlvntfactsmrfield-01.json?at=refs%2Ftags%2Fv18.4.0",KFCM,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kfcm/blob/15.1.0/hammurabi/confs/master/kfcm/KFCM_feedback-rlvnt-facts_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q21,,3.1-Checking the null data value (NULL or empty value),,YES,,"El campo gf_entity_id
 de la tabla t_tdi3_communication
 debe estar informado","The 
 field gf_entity_id from the object t_tdi3_communication
 must be informed",gf_entity_id,,,,,,t_tdi3_communication,,,,,,,,,ALPHANUMERIC(4),N/A,,,,,,,,N/A,TRUE,,GL_MVP_t_tdi3_communication_3.1_002,NO CHANGES,,15.1.0,TDI3_communication_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",TDI3,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-tdi3/blob/15.1.0/hammurabi/confs/master/tdi3/TDI3_communication_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q21,,3.1-Checking the null data value (NULL or empty value),,YES,,"El campo gf_communication_id
 de la tabla t_tdi3_communication
 debe estar informado","The 
 field gf_communication_id from the object t_tdi3_communication
 must be informed",gf_communication_id,,,,,,t_tdi3_communication,,,,,,,,,ALPHANUMERIC(19),N/A,,,,,,,,N/A,TRUE,,GL_MVP_t_tdi3_communication_3.1_003,NO CHANGES,,15.1.0,TDI3_communication_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",TDI3,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-tdi3/blob/15.1.0/hammurabi/confs/master/tdi3/TDI3_communication_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(2),The data value complies with the required format: ALPHANUMERIC(2),g_country_id,,,,,,t_tdi3_communication,,,,,,,,,ALPHANUMERIC(2),N/A,,,,,,,,N/A,TRUE,,GL_MVP_t_tdi3_communication_3.2_000,NO CHANGES,,15.1.0,TDI3_communication_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",TDI3,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-tdi3/blob/15.1.0/hammurabi/confs/master/tdi3/TDI3_communication_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(6),The data value complies with the required format: ALPHANUMERIC(6),g_entity_id,,,,,,t_tdi3_communication,,,,,,,,,ALPHANUMERIC(6),N/A,,,,,,,,N/A,TRUE,,GL_MVP_t_tdi3_communication_3.2_001,NO CHANGES,,15.1.0,TDI3_communication_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",TDI3,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-tdi3/blob/15.1.0/hammurabi/confs/master/tdi3/TDI3_communication_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(4),The data value complies with the required format: ALPHANUMERIC(4),gf_entity_id,,,,,,t_tdi3_communication,,,,,,,,,ALPHANUMERIC(4),N/A,,,,,,,,N/A,TRUE,,GL_MVP_t_tdi3_communication_3.2_002,NO CHANGES,,15.1.0,TDI3_communication_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",TDI3,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-tdi3/blob/15.1.0/hammurabi/confs/master/tdi3/TDI3_communication_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q25,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(32),The data value complies with the required format: ALPHANUMERIC(32),gf_communication_id,,,,,,t_tdi3_communication,,,,,,,,,ALPHANUMERIC(32),N/A,,,,,,,,N/A,TRUE,,GL_MVP_t_tdi3_communication_3.2_003,MOD,,16.0.6,TDI3_communication_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",TDI3,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-tdi3/blob/16.0.6/hammurabi/confs/master/tdi3/TDI3_communication_MRField.conf,,19/03/2025,Modified,
Local,,,,,,,,,C360-CS-1009,FINISHED,DELIVERED,,2Q23,,3.4-Checking the data value within the expected range (value within a range),,NO,,"Cuando venga informado, el campo (gf_veh_anl_trav_dist_km_number) debe ser igual o mayor a 0.","When informed, the field (gf_veh_anl_trav_dist_km_number) must be equal to or greater than 0.",gf_veh_anl_trav_dist_km_number,,,,,,t_knfa_vehicles_center,,,,,,,,,N/A,N/A,,,,,,,,Distinto de Null o vacío,FALSE,,GL_DOM_t_knfa_vehicles_center_3.4_000,NO CHANGES,,15.1.0,KNFA_vehicles-center_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-vehiclescentermrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-vehiclescentermrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KNFA,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-knfa/blob/15.1.0/hammurabi/confs/master/knfa/KNFA_vehicles-center_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-1012,FINISHED,DELIVERED,,2Q23,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
A186","This field must have one of the values ​​listed in your catalog:
A186",g_vehicle_owner_type_id,,,,,,t_knfa_vehicles_favourites,,,,,,,,,N/A,A186,,,,,,,,Distinto de Null o vacío,FALSE,,GL_DOM_t_knfa_vehicles_favourites_3.5_002,NO CHANGES,,15.1.0,KNFA_vehicles-favourites_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-vehiclesfavouritesmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-vehiclesfavouritesmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KNFA,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-knfa/blob/15.1.0/hammurabi/confs/master/knfa/KNFA_vehicles-favourites_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-1013,FINISHED,DELIVERED,,2Q23,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
A187","This field must have one of the values ​​listed in your catalog:
A187",g_search_type_id,,,,,,t_knfa_vehicles_favourites,,,,,,,,,N/A,A187,,,,,,,,N/A,FALSE,,GL_DOM_t_knfa_vehicles_favourites_3.5_003,NO CHANGES,,15.1.0,KNFA_vehicles-favourites_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-vehiclesfavouritesmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-vehiclesfavouritesmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KNFA,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-knfa/blob/15.1.0/hammurabi/confs/master/knfa/KNFA_vehicles-favourites_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-Sust-142,FINISHED,DELIVERED,,2Q23,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
C245","This field must have one of the values ​​listed in your catalog:
C245",g_country_id,,,,,,t_g5m3_sust_mob_operations,,,,,,,,,N/A,C245,,,,,,,,N/A,FALSE,,GL_DOM_t_g5m3_sust_mob_operations_3.5_000,NO CHANGES,,19.0.0,t_g5m3_sust_mob_operations-qlm-MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-g5m3/blob/19.0.0/hammurabi/jobs/europa/g5m3-gl-hmm-qlt-sustmoboperationsmrfield-01.json
https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-g5m3/blob/19.0.0/hammurabi/jobs/america-ada/g5m3-gl-hmm-qlt-sustmoboperationsmrfield-01.json",G5M3,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-g5m3/blob/19.0.0/hammurabi/confs/master/g5m3/t_g5m3_sust_mob_operations-qlm-MRField.conf,,21/04/2026,Stock,
Holding,,,,,,,,,C360-Sust-144,FINISHED,DELIVERED,,2Q23,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
Y/N","This field must have one of the values ​​listed in your catalog:
Y/N",g_sust_clt_operation_ind_type,,,,,,t_rzua_sust_collaterals,,,,,,,,,N/A,Y/N,,,,,,,,N/A,FALSE,,GL_DOM_t_rzua_sust_collaterals_3.5_001,NO CHANGES,,15.1.0,RZUA_sust-collaterals_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustcollateralsmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustcollateralsmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",RZUA,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-rzua/blob/15.1.0/hammurabi/confs/master/rzua/RZUA_sust-collaterals_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-Sust-104,FINISHED,DELIVERED,,2Q23,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
SUST","This field must have one of the values ​​listed in your catalog:
SUST",gf_sustainability_mark_id,,,,,,t_rzua_sust_operations_eod,,,,,,,,,N/A,SUST,,,,,,,,N/A,FALSE,,GL_DOM_t_rzua_sust_operations_eod_3.5_000,NO CHANGES,,15.1.0,RZUA_sust-operations-eod_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",RZUA,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-rzua/blob/15.1.0/hammurabi/confs/master/rzua/RZUA_sust-operations-eod_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-0912,FINISHED,DELIVERED,,4Q23,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
A243","This field must have one of the values ​​listed in your catalog:
A243",g_balance_type_id,,,,,,t_katc_relevant_facts,,,,,,,,,N/A,A243,,,,,,,,Null o Vacío,FALSE,,GL_DOM_t_katc_relevant_facts_3.5_004,NO CHANGES,,15.1.0,KATC_relevant-facts_MRField.conf,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data

JOB EXTRALIBS:
     extralibs: Link to custom repository",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-relevantfactsmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-relevantfactsmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_relevant-facts_MRField.conf,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/projectsdatio/c360hammcustom/1.3.4/c360hammcustom-1.3.4-jar-with-dependencies.jar,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-0998,FINISHED,DELIVERED,,2Q23,,3.4-Checking the data value within the expected range (value within a range),,NO,,"Cuando venga informado, el Valor mínimo de diferencia de días entre fechas de movimientos debe ser mayor o igual a 0.","When informed, the Minimum value of difference in days between movement dates must be greater than or equal to 0.",gf_min_dif_d_mov_dt_number,,,,,,t_katc_recurrence_forecast,,,,,,,,,N/A,N/A,,,,,,,,Distinto de Null o vacío,FALSE,,GL_DOM_t_katc_recurrence_forecast_3.4_009,NO CHANGES,,15.1.0,KATC_recurrence-forecast_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-recurrenceforecastmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-recurrenceforecastmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_recurrence-forecast_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-0988,FINISHED,DELIVERED,,2Q23,,5.3-Comparison between different values ​​of data related to each other (data in the same object): Logical comparison between two fields or expresions are in the same object,,NO,,"Cuando venga informada, la fecha máxima predicha debe ser mayor o igual a la fecha de datos de la tabla (gf_cutoff_date)","When reported, the predicted maximum date must be greater than or equal to the table's data date (gf_cutoff_date)",gf_predicted_max_date,,,,,,t_katc_recurrence_forecast,,,,,,,,,N/A,N/A,,,,,,,,Distinto de Null o vacío,FALSE,,GL_DOM_t_katc_recurrence_forecast_5.3_003,NO CHANGES,,15.1.0,KATC_recurrence-forecast_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-recurrenceforecastmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-recurrenceforecastmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_recurrence-forecast_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-0997,FINISHED,DELIVERED,,2Q23,,3.4-Checking the data value within the expected range (value within a range),,NO,,"Cuando venga informado, el campo gf_relevant_fact_number debe venir informado entre 0 y 1, ambos incluidos.","When reported, the gf_relevant_fact_number field must be reported between 0 and 1, both inclusive.",gf_relevant_fact_number,,,,,,t_katc_relevant_facts,,,,,,,,,N/A,N/A,,,,,,,,Distinto de Null o vacío,FALSE,,GL_DOM_t_katc_relevant_facts_3.4_000,NO CHANGES,,15.1.0,KATC_relevant-facts_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-relevantfactsmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-relevantfactsmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_relevant-facts_MRField.conf,,06/11/2024,Stock,
